year,km_driven,fuel,seller_type,transmission,owner,engine,max_power,seats,mileage_value,mileage_unit,selling_price
2017,36000,Petrol,Individual,Manual,1,998,67.04,5,23.1,kmpl,351000
2007,120000,Diesel,Individual,Manual,3,2494,102.0,8,12.8,kmpl,404000
2011,185000,Diesel,Individual,Manual,3,1248,73.9,5,21.1,kmpl,185000
2011,50000,Diesel,Individual,Manual,1,1461,63.1,5,23.08,kmpl,250000
2002,100000,Petrol,Individual,Manual,4,993,60.0,5,17.3,kmpl,60000
2013,50000,Petrol,Individual,Manual,2,1591,121.3,5,17.1,kmpl,500000
2007,80000,Petrol,Individual,Manual,2,998,67.1,5,18.2,kmpl,85000
2005,60000,Petrol,Individual,Manual,2,1248,82.0,5,18.9,kmpl,85000
2005,80000,Petrol,Individual,Manual,4,796,46.3,5,19.7,kmpl,85000
2011,90000,Diesel,Individual,Manual,4,1248,73.9,5,19.3,kmpl,265000
2010,162000,Petrol,Individual,Manual,2,998,66.1,5,19.0,kmpl,130000
2013,110000,Diesel,Individual,Manual,3,1248,88.76,7,20.77,kmpl,480000
2008,120000,Diesel,Individual,Manual,3,1248,75.0,5,17.8,kmpl,170000
2011,45000,Diesel,Individual,Manual,1,1461,63.1,5,23.08,kmpl,275000
2005,90000,Petrol,Individual,Manual,2,998,67.1,5,18.9,kmpl,89000
2010,90000,Diesel,Individual,Manual,2,1399,68.0,5,20.0,kmpl,170000
2019,16500,Petrol,Dealer,Manual,1,1197,110.0,5,17.0,kmpl,1090000
2017,67000,Diesel,Individual,Automatic,1,1582,126.2,5,17.01,kmpl,1100000
2018,52000,Petrol,Dealer,Manual,1,1197,81.8,5,22.0,kmpl,610000
2016,40000,Petrol,Dealer,Manual,1,1198,67.0,5,20.63,kmpl,335000
2015,40000,Petrol,Dealer,Manual,1,1197,82.0,5,18.9,kmpl,434999
2018,35000,Diesel,Individual,Manual,1,2755,174.5,7,14.24,kmpl,3000000
2018,13000,Petrol,Dealer,Manual,1,799,53.26,5,20.71,kmpl,390000
2012,40000,Petrol,Dealer,Manual,1,1198,86.8,5,18.5,kmpl,325000
2019,10000,Petrol,Dealer,Manual,1,1198,73.75,5,17.0,kmpl,640000
2012,9000,Petrol,Dealer,Manual,1,1498,97.7,5,16.95,kmpl,450000
2013,70000,Diesel,Dealer,Manual,2,1364,67.06,5,23.59,kmpl,400000
2009,60000,Petrol,Dealer,Manual,1,1197,78.9,5,20.36,kmpl,215000
2014,40000,Diesel,Dealer,Manual,1,1461,83.8,5,20.45,kmpl,570000
2012,93000,Diesel,Dealer,Manual,1,2179,140.0,7,15.1,kmpl,680000
2008,80000,Diesel,Individual,Manual,4,2494,102.0,7,12.8,kmpl,325000
2011,50000,Petrol,Individual,Manual,2,1193,64.08,5,15.64,kmpl,150000
2013,68000,Petrol,Dealer,Automatic,1,1797,147.5,5,14.5,kmpl,690000
2013,25000,Diesel,Individual,Automatic,1,2143,170.0,5,14.84,kmpl,1550000
2012,18000,Petrol,Dealer,Manual,1,624,37.5,4,25.4,kmpl,64000
2013,120000,Diesel,Individual,Manual,1,1461,63.1,5,23.08,kmpl,250000
2005,35000,Petrol,Individual,Manual,1,998,67.1,5,18.9,kmpl,65000
2016,60000,Diesel,Individual,Manual,2,1248,74.0,5,26.59,kmpl,550000
2010,70000,Petrol,Individual,Manual,4,1197,78.9,5,20.36,kmpl,140000
2016,30000,Petrol,Individual,Manual,1,799,53.3,5,25.17,kmpl,300000
2016,70000,Petrol,Individual,Automatic,1,1798,189.3,5,16.34,kmpl,800000
2015,110000,Diesel,Individual,Manual,1,2179,147.94,7,14.1,kmpl,503000
2019,20000,Diesel,Individual,Automatic,1,1969,190.0,5,18.0,kmpl,3800000
2016,68089,Petrol,Trustmark Dealer,Automatic,1,2494,157.7,5,19.16,kmpl,2000000
2013,58343,Petrol,Trustmark Dealer,Manual,1,998,67.05,5,21.79,kmpl,225000
2018,38817,Diesel,Dealer,Manual,1,1248,74.0,5,27.39,kmpl,740000
2016,56494,Petrol,Trustmark Dealer,Manual,1,1199,88.7,5,18.2,kmpl,550000
2013,79328,Diesel,Trustmark Dealer,Manual,2,2494,100.6,7,12.99,kmpl,750000
2019,5621,Petrol,Trustmark Dealer,Automatic,1,1197,81.8,5,22.0,kmpl,650000
2017,25538,Petrol,Trustmark Dealer,Manual,1,1496,88.73,5,16.78,kmpl,625000
2018,69779,Petrol,Dealer,Automatic,1,1197,81.8,5,22.0,kmpl,600000
2017,56290,Diesel,Dealer,Manual,1,1186,73.97,5,24.0,kmpl,450000
2019,7500,Diesel,Dealer,Automatic,1,1995,190.0,5,16.78,kmpl,5400000
2019,8500,Diesel,Dealer,Automatic,1,1995,190.0,5,16.78,kmpl,5500000
2019,7032,Petrol,Trustmark Dealer,Automatic,1,1199,88.76,5,19.0,kmpl,779000
2018,2000,Diesel,Dealer,Automatic,1,1984,150.0,5,16.8,kmpl,2475000
2010,106000,Petrol,Individual,Manual,3,1197,78.9,5,20.36,kmpl,150000
2012,162000,Diesel,Individual,Manual,3,1248,82.0,5,20.0,kmpl,265000
2009,120000,Petrol,Individual,Automatic,2,2354,158.8,5,11.1,kmpl,500000
2015,90000,Diesel,Individual,Manual,1,1248,74.0,5,26.59,kmpl,480000
2014,70000,Diesel,Individual,Manual,3,1582,126.32,5,22.32,kmpl,535000
2005,240000,Diesel,Individual,Manual,3,2494,102.0,8,12.8,kmpl,250000
2012,100000,Diesel,Individual,Manual,2,1248,88.8,5,21.5,kmpl,300000
2009,214000,Petrol,Individual,Manual,2,1599,103.2,5,13.9,kmpl,340000
2009,214000,Diesel,Individual,Manual,2,1493,110.0,5,16.8,kmpl,340000
2016,50000,Petrol,Individual,Manual,1,796,47.3,5,22.74,kmpl,240000
2018,1000,Petrol,Individual,Automatic,1,1497,117.6,5,18.0,kmpl,1085000
2017,19000,Diesel,Individual,Automatic,1,1248,74.02,5,28.4,kmpl,750000
2012,265000,Diesel,Individual,Manual,2,1405,70.0,5,17.0,kmpl,95000
2020,35000,CNG,Individual,Manual,1,1196,61.7,5,20.88,km/kg,409999
2014,80000,Petrol,Individual,Manual,2,998,67.05,5,23.95,kmpl,215000
2016,50000,Diesel,Individual,Automatic,1,2179,140.0,7,16.0,kmpl,1290000
2010,80000,Petrol,Individual,Manual,1,998,67.1,5,20.92,kmpl,150000
2013,50000,Petrol,Individual,Manual,2,814,55.2,5,21.1,kmpl,219000
2018,100000,Petrol,Individual,Manual,1,1199,84.0,5,23.84,kmpl,325000
2013,120000,Petrol,Individual,Manual,2,1196,73.0,5,15.1,kmpl,260000
2019,40000,Diesel,Individual,Automatic,1,1498,78.9,5,23.8,kmpl,700000
2017,45000,Diesel,Individual,Manual,1,1396,88.7,5,21.38,kmpl,950000
2010,80000,Petrol,Individual,Manual,2,796,46.3,5,19.7,kmpl,160000
2015,135000,Diesel,Individual,Manual,2,1120,71.01,5,24.4,kmpl,409999
2015,120000,Diesel,Individual,Manual,2,2494,100.6,7,12.99,kmpl,840000
2013,67000,Diesel,Individual,Manual,1,1364,67.1,5,23.59,kmpl,450000
2017,50000,Diesel,Individual,Manual,1,1248,74.02,5,28.4,kmpl,900000
2008,134000,Diesel,Individual,Manual,2,2494,102.0,7,12.8,kmpl,570000
2011,110000,Diesel,Individual,Manual,2,1461,63.1,5,23.08,kmpl,254999
2009,40000,Petrol,Individual,Manual,1,796,37.0,4,16.1,kmpl,130000
2013,120000,Diesel,Individual,Manual,2,1248,74.0,5,23.4,kmpl,530000
2015,110000,Diesel,Individual,Manual,2,1498,88.8,5,20.14,kmpl,520000
2011,170000,Diesel,Individual,Manual,2,1461,64.1,5,21.0,kmpl,229999
2004,80000,Petrol,Individual,Manual,2,796,37.0,4,16.1,kmpl,81000
2016,47000,Diesel,Individual,Manual,1,1248,74.0,5,25.2,kmpl,600000
2015,93000,Petrol,Individual,Manual,1,1197,81.86,5,19.1,kmpl,409999
2010,70000,Petrol,Individual,Manual,2,796,37.0,4,16.1,kmpl,120000
2014,50000,Petrol,Individual,Manual,1,998,67.04,5,23.1,kmpl,320000
2015,70000,Diesel,Individual,Manual,1,1399,68.05,5,20.0,kmpl,292000
2012,80000,Diesel,Individual,Manual,1,2179,138.03,7,13.93,kmpl,390000
2016,44000,Petrol,Individual,Manual,1,1196,86.8,5,18.16,kmpl,550000
2014,25000,Petrol,Individual,Manual,1,998,67.04,5,23.1,kmpl,385000
2016,25000,Petrol,Individual,Manual,1,1591,121.3,5,15.29,kmpl,800000
2019,10000,Petrol,Individual,Manual,1,1197,81.8,5,21.21,kmpl,675000
2018,50000,Diesel,Individual,Manual,1,2179,153.86,7,17.6,kmpl,1525000
2018,30000,Diesel,Individual,Manual,1,1498,98.96,5,23.0,kmpl,950000
2015,50000,Diesel,Individual,Manual,2,1396,88.73,5,21.19,kmpl,610000
2012,120000,Diesel,Individual,Manual,1,1396,88.73,5,22.54,kmpl,525000
2015,80000,Diesel,Individual,Manual,1,2523,62.1,7,15.96,kmpl,375000
2015,90000,Diesel,Individual,Manual,1,1461,83.8,5,20.45,kmpl,580000
2015,50000,Petrol,Individual,Manual,2,1197,83.11,5,20.4,kmpl,434999
2020,2136,Petrol,Individual,Manual,1,999,67.0,5,22.5,kmpl,350000
2012,250000,Diesel,Individual,Manual,1,2494,100.0,7,12.99,kmpl,730000
2015,35000,Petrol,Individual,Manual,1,1197,81.83,5,18.6,kmpl,600000
2015,120000,Diesel,Individual,Manual,1,2494,100.6,7,12.99,kmpl,1050000
2017,70000,Diesel,Individual,Manual,1,1248,74.0,5,27.39,kmpl,735000
2018,18000,Diesel,Dealer,Manual,1,1461,108.45,5,19.6,kmpl,1050000
2016,110000,Diesel,Individual,Manual,2,1248,73.74,7,18.2,kmpl,420000
2017,60000,Diesel,Individual,Manual,1,1248,88.5,5,23.65,kmpl,800000
2015,60000,Diesel,Individual,Automatic,1,2982,168.5,7,12.55,kmpl,2000000
2016,147000,Diesel,Individual,Manual,2,1248,74.0,5,26.59,kmpl,600000
2015,130000,Diesel,Individual,Automatic,1,2982,168.5,7,12.55,kmpl,1900000
2011,99500,Diesel,Individual,Manual,3,1991,147.9,7,11.5,kmpl,500000
2011,110000,Diesel,Individual,Manual,2,1405,71.0,5,17.0,kmpl,200000
2016,35000,Petrol,Individual,Manual,1,1198,67.04,5,19.49,kmpl,370000
2010,110000,Diesel,Individual,Manual,2,1493,110.0,5,16.2,kmpl,260000
2016,100000,Diesel,Individual,Manual,1,1198,77.0,6,25.32,kmpl,280000
2014,21000,Petrol,Individual,Manual,1,1373,93.7,7,16.02,kmpl,610000
2013,60000,Diesel,Individual,Manual,2,1498,90.0,5,23.5,kmpl,300000
2010,40000,Diesel,Individual,Manual,1,1405,70.0,5,16.6,kmpl,140000
2008,50000,Petrol,Individual,Manual,1,1086,68.05,5,19.81,kmpl,229999
2010,65000,Petrol,Individual,Manual,2,998,66.1,5,19.0,kmpl,200000
2011,80000,Petrol,Individual,Manual,1,998,67.1,5,18.9,kmpl,200000
2015,119000,Diesel,Individual,Manual,1,1582,126.2,5,23.9,kmpl,560000
2016,80000,Diesel,Individual,Manual,1,1248,88.5,7,24.52,kmpl,750000
2017,90000,Diesel,Individual,Manual,1,1248,74.0,5,25.2,kmpl,585000
2016,20000,Petrol,Individual,Manual,1,1591,121.4,5,17.01,kmpl,760000
2014,80000,Diesel,Individual,Manual,2,1248,74.0,5,25.2,kmpl,430000
2020,44665,Diesel,Individual,Manual,1,1198,77.0,6,25.32,kmpl,480000
2019,10000,Diesel,Individual,Manual,1,1493,113.4,5,20.8,kmpl,643000
2018,60000,Petrol,Individual,Manual,1,1197,81.86,5,20.14,kmpl,500000
2016,22000,Petrol,Individual,Manual,1,1198,86.8,5,18.5,kmpl,425000
2014,25000,Petrol,Individual,Manual,1,796,47.3,5,22.74,kmpl,250000
2016,70000,Diesel,Individual,Manual,1,793,47.0,5,27.62,kmpl,285000
2008,123000,Petrol,Individual,Manual,3,1298,85.8,5,17.5,kmpl,160000
2011,70000,Diesel,Individual,Manual,2,1598,103.6,5,20.54,kmpl,250000
2013,70000,Petrol,Individual,Manual,2,1199,79.4,5,18.6,kmpl,170000
2013,45000,Diesel,Individual,Manual,1,1364,67.06,5,23.59,kmpl,409999
2015,40000,Petrol,Individual,Automatic,1,1197,82.0,5,18.9,kmpl,400000
2019,30000,Diesel,Individual,Manual,1,1248,74.02,5,28.4,kmpl,700000
2007,90000,Petrol,Individual,Automatic,1,1799,130.0,5,12.9,kmpl,350000
2016,34000,Petrol,Individual,Manual,2,1373,91.1,7,17.5,kmpl,660000
2017,25000,Petrol,Individual,Manual,1,796,47.3,5,24.7,kmpl,268000
2016,50000,Petrol,Individual,Manual,1,796,47.3,5,22.74,kmpl,270000
2013,50000,Diesel,Individual,Manual,1,936,57.6,5,25.44,kmpl,300000
2017,90000,Petrol,Individual,Manual,1,1199,84.0,5,23.84,kmpl,450000
2012,70000,Diesel,Individual,Manual,2,936,57.6,5,25.44,kmpl,220000
2009,146000,Diesel,Individual,Manual,2,2179,138.0,7,13.93,kmpl,250000
2012,85000,Petrol,Individual,Manual,2,1196,70.0,5,15.6,kmpl,300000
2009,201850,Diesel,Individual,Manual,2,1396,52.8,5,17.88,kmpl,88000
2016,30000,Diesel,Individual,Manual,1,1248,74.0,5,26.59,kmpl,561000
2018,15000,Diesel,Individual,Manual,1,1248,74.02,5,28.4,kmpl,755000
2017,25000,Petrol,Individual,Manual,1,799,53.64,5,22.7,kmpl,235000
2011,90000,Petrol,Individual,Manual,1,998,67.1,5,20.92,kmpl,165000
2008,80000,Diesel,Individual,Manual,2,1248,73.9,5,19.3,kmpl,190000
2011,50000,Diesel,Individual,Manual,1,1396,53.5,5,17.2,kmpl,110000
2012,80000,Diesel,Individual,Manual,2,2523,63.0,8,13.6,kmpl,320000
2010,110000,Diesel,Individual,Manual,2,1248,82.0,5,20.0,kmpl,330000
2016,38000,Petrol,Individual,Manual,1,1197,81.83,5,18.6,kmpl,540000
2013,60000,Petrol,Individual,Manual,1,814,55.2,5,21.1,kmpl,180000
2012,30000,Petrol,Individual,Manual,1,1197,85.8,5,17.5,kmpl,450000
2014,30000,Petrol,Individual,Manual,1,1197,85.8,5,19.1,kmpl,450000
2015,50000,Petrol,Individual,Manual,1,1199,76.8,5,18.6,kmpl,200000
2017,42000,Petrol,Individual,Manual,1,1199,84.0,5,23.84,kmpl,425000
2016,30000,Petrol,Individual,Manual,1,1199,82.4,5,18.2,kmpl,400000
2009,60000,Petrol,Individual,Manual,3,796,46.3,5,19.7,kmpl,125000
2018,14000,Diesel,Individual,Manual,1,1956,170.0,5,17.1,kmpl,1600000
2015,22000,Petrol,Individual,Manual,1,1497,117.3,5,17.4,kmpl,900000
2012,90000,Diesel,Individual,Manual,1,1598,103.6,5,20.54,kmpl,450000
2011,46000,Petrol,Individual,Manual,1,998,67.1,5,20.92,kmpl,210000
2018,20000,Petrol,Individual,Manual,1,1197,81.83,5,18.6,kmpl,801000
2014,15000,Diesel,Individual,Manual,1,1405,70.0,7,15.42,kmpl,317000
2015,40000,Petrol,Individual,Manual,2,1373,93.7,7,16.02,kmpl,600000
2014,30000,Petrol,Individual,Manual,2,1197,82.85,5,18.5,kmpl,330000
2017,15000,Petrol,Individual,Manual,2,814,55.2,5,21.1,kmpl,320000
2010,50000,Petrol,Individual,Manual,1,1248,82.0,5,18.9,kmpl,160000
2007,110000,Petrol,Individual,Manual,2,1341,83.0,5,15.3,kmpl,120000
2009,70000,Petrol,Individual,Manual,2,796,46.3,5,19.7,kmpl,130000
2015,80000,Petrol,Individual,Manual,1,1199,82.4,5,18.2,kmpl,220000
2008,50000,Diesel,Individual,Manual,3,1248,82.0,5,20.0,kmpl,229999
2015,110000,Petrol,Individual,Manual,1,1193,88.7,5,17.57,kmpl,340000
2013,70000,Diesel,Individual,Manual,2,1399,67.0,5,19.68,kmpl,200000
2002,50000,Petrol,Individual,Manual,2,796,46.3,5,19.7,kmpl,140000
2013,190000,Diesel,Individual,Manual,1,2494,100.6,8,12.99,kmpl,1000000
2010,100000,Diesel,Individual,Manual,2,2523,63.0,7,13.6,kmpl,495000
2015,60000,Petrol,Individual,Manual,1,796,47.3,5,22.74,kmpl,236000
2015,40000,Petrol,Individual,Manual,1,998,67.04,5,20.51,kmpl,390000
2009,90000,Diesel,Individual,Manual,2,1248,73.9,5,19.3,kmpl,275000
2017,32000,Diesel,Dealer,Manual,1,1248,88.5,5,24.3,kmpl,775000
2016,30000,Diesel,Individual,Automatic,1,2755,171.5,7,11.36,kmpl,1800000
2016,58000,Diesel,Individual,Manual,1,1582,126.2,5,19.67,kmpl,850000
2018,5000,Diesel,Individual,Manual,1,1248,88.5,5,24.3,kmpl,750000
2018,25000,Petrol,Individual,Manual,1,1197,81.83,5,18.6,kmpl,570000
2018,32000,Petrol,Individual,Manual,1,1197,81.86,5,18.9,kmpl,580000
2016,30000,Petrol,Individual,Manual,1,1199,88.7,5,18.7,kmpl,484999
2017,43000,Petrol,Dealer,Manual,1,1497,117.3,7,15.4,kmpl,700000
2012,60000,Petrol,Dealer,Manual,1,1497,113.42,5,17.7,kmpl,415000
2015,50000,Petrol,Individual,Automatic,1,1198,76.0,5,19.34,kmpl,325000
2018,14200,Petrol,Individual,Manual,1,1196,86.8,5,18.16,kmpl,550000
2017,10000,Petrol,Individual,Manual,1,814,55.2,5,21.1,kmpl,300000
2018,25000,Petrol,Individual,Manual,1,799,53.64,5,22.7,kmpl,217000
2018,19100,Petrol,Individual,Manual,1,1194,94.68,5,19.0,kmpl,700000
2019,25000,Petrol,Individual,Automatic,4,1086,68.0,5,20.3,kmpl,466000
2014,54000,Diesel,Dealer,Manual,1,1498,98.96,5,23.0,kmpl,484999
2018,35000,Diesel,Individual,Manual,1,1461,84.8,5,22.71,kmpl,670000
2018,20000,Petrol,Individual,Manual,2,1197,81.86,5,18.9,kmpl,500000
2016,52000,Diesel,Individual,Manual,1,1248,88.5,5,23.65,kmpl,675000
2011,120000,Diesel,Individual,Manual,2,1396,90.0,5,23.0,kmpl,220000
2017,50000,Diesel,Individual,Manual,1,1956,170.0,5,17.1,kmpl,1650000
2013,120000,Diesel,Individual,Manual,2,1248,88.8,7,20.77,kmpl,630000
2010,90000,Diesel,Individual,Manual,2,1248,90.0,5,18.8,kmpl,250000
2004,120000,Petrol,Individual,Manual,3,998,67.1,5,18.9,kmpl,120000
2015,101500,Diesel,Individual,Manual,2,1498,103.52,5,21.14,kmpl,300000
2013,75000,Diesel,Individual,Automatic,1,1582,126.3,5,22.32,kmpl,525000
2011,97500,Petrol,Individual,Manual,1,1248,0.0,5,18.9,kmpl,204999
2016,100000,Diesel,Individual,Manual,1,1997,120.0,7,15.4,kmpl,1100000
2012,55735,Diesel,Individual,Manual,2,1461,108.45,5,19.01,kmpl,480000
2014,80000,Diesel,Individual,Manual,2,2179,140.0,7,15.1,kmpl,605000
2016,50000,Petrol,Individual,Manual,2,796,47.3,5,24.7,kmpl,250000
2013,70000,Diesel,Individual,Manual,2,1399,68.1,5,20.0,kmpl,245000
2012,76000,Petrol,Individual,Manual,4,1197,78.9,5,20.36,kmpl,210000
2020,1500,Petrol,Individual,Manual,1,1197,81.8,5,21.21,kmpl,730000
2012,76000,Diesel,Individual,Manual,1,2523,62.1,7,15.96,kmpl,500000
2015,40000,Petrol,Individual,Manual,1,998,67.04,5,20.51,kmpl,400000
2015,60000,Petrol,Individual,Manual,2,814,55.2,5,21.1,kmpl,280000
2009,170000,Diesel,Individual,Manual,3,2494,102.0,8,12.8,kmpl,561000
2013,181491,Diesel,Dealer,Manual,1,2477,175.56,7,13.5,kmpl,950000
2016,53319,Diesel,Dealer,Manual,1,936,56.3,5,25.44,kmpl,375000
2017,40906,Diesel,Dealer,Manual,1,1498,108.62,5,21.66,kmpl,700000
2012,31711,Petrol,Dealer,Manual,2,1496,88.7,5,17.6,kmpl,375000
2012,43755,Petrol,Dealer,Manual,2,814,55.2,5,21.1,kmpl,270000
2016,66693,Petrol,Dealer,Manual,1,799,53.3,5,25.17,kmpl,300000
2010,59549,Petrol,Dealer,Manual,1,998,67.1,5,19.0,kmpl,225000
2015,94385,Diesel,Dealer,Manual,1,2494,100.6,8,12.99,kmpl,1350000
2010,73730,Petrol,Dealer,Manual,1,998,67.1,5,18.2,kmpl,200000
2011,221889,Diesel,Dealer,Manual,1,1582,126.32,5,22.32,kmpl,400000
2013,116104,Diesel,Dealer,Manual,1,1498,98.6,5,25.8,kmpl,500000
2015,150546,Petrol,Dealer,Manual,1,1197,81.8,5,22.0,kmpl,500000
2013,148120,Diesel,Dealer,Manual,1,2755,174.5,7,14.24,kmpl,1500000
2015,20000,Petrol,Individual,Manual,2,1499,110.0,5,15.8,kmpl,555000
2018,30000,Petrol,Individual,Automatic,1,1197,81.86,5,18.9,kmpl,580000
2011,142000,Diesel,Individual,Manual,3,2179,138.1,7,13.7,kmpl,337000
2011,20000,Diesel,Individual,Manual,1,1948,68.0,10,12.2,kmpl,175000
2009,120000,Diesel,Individual,Manual,2,1248,90.0,5,18.8,kmpl,180000
2011,80000,Petrol,Individual,Manual,1,1086,68.05,5,19.81,kmpl,200000
2016,60000,Diesel,Individual,Manual,1,1405,69.01,5,19.09,kmpl,260000
2016,25000,Petrol,Individual,Manual,1,999,67.0,5,23.01,kmpl,350000
2011,50000,Diesel,Individual,Manual,2,2523,63.0,7,13.6,kmpl,409999
2017,126000,Diesel,Individual,Manual,1,1493,100.0,7,18.49,kmpl,655000
2015,170000,Diesel,Individual,Manual,1,1248,74.0,5,26.59,kmpl,370000
2013,24000,Petrol,Individual,Manual,1,796,47.3,5,22.74,kmpl,200000
2017,100000,Diesel,Individual,Manual,2,1248,88.5,7,24.52,kmpl,800000
2019,10000,Petrol,Individual,Manual,1,1199,83.81,5,24.0,kmpl,550000
2012,70000,Diesel,Individual,Manual,2,1399,68.0,5,20.0,kmpl,300000
2017,40000,Petrol,Individual,Manual,1,796,34.2,8,16.8,kmpl,220000
2011,110000,Petrol,Individual,Manual,1,998,67.1,5,18.9,kmpl,196000
2008,80000,Petrol,Individual,Manual,2,1086,68.05,5,19.81,kmpl,135000
2015,16500,Petrol,Individual,Manual,1,1193,88.7,5,17.57,kmpl,299000
2017,30000,Petrol,Individual,Manual,1,998,67.05,5,23.95,kmpl,300000
2017,80000,Diesel,Individual,Manual,1,1248,88.5,7,24.52,kmpl,720000
2016,50000,Diesel,Individual,Manual,3,2179,147.94,7,14.1,kmpl,650000
2016,25000,Petrol,Individual,Manual,1,998,67.05,5,23.95,kmpl,300000
2019,20000,Diesel,Individual,Manual,1,1186,73.97,5,24.0,kmpl,750000
2016,60000,Petrol,Individual,Manual,1,799,53.3,5,25.17,kmpl,260000
2011,70000,Diesel,Individual,Manual,2,1248,74.0,5,22.9,kmpl,300000
2014,50000,Diesel,Individual,Manual,2,2523,62.1,7,15.96,kmpl,600000
2004,100000,Petrol,Individual,Automatic,2,2997,218.0,5,9.0,kmpl,275000
2015,52000,Petrol,Individual,Manual,1,998,67.05,5,23.95,kmpl,250000
2014,80000,Diesel,Individual,Manual,1,1248,74.0,5,23.4,kmpl,420000
2015,50000,Petrol,Individual,Manual,1,814,55.2,5,21.1,kmpl,235000
2016,60000,Diesel,Individual,Manual,1,2179,120.0,7,15.4,kmpl,1100000
2019,25000,Petrol,Individual,Manual,1,998,67.05,5,23.95,kmpl,360000
2014,50000,Diesel,Individual,Manual,2,1120,70.0,5,24.0,kmpl,380000
2016,125000,Diesel,Individual,Manual,1,1498,98.59,5,22.77,kmpl,650000
2016,80000,Petrol,Individual,Manual,1,998,67.04,5,20.51,kmpl,350000
2017,70000,Diesel,Individual,Manual,1,2523,63.0,9,15.96,kmpl,700000
2010,90000,Diesel,Individual,Manual,3,1396,90.0,5,23.0,kmpl,270000
2017,50000,Diesel,Individual,Manual,1,1248,74.0,5,22.95,kmpl,450000
2016,101000,Diesel,Individual,Manual,1,2498,105.0,6,16.55,kmpl,630000
2010,168000,Diesel,Individual,Manual,1,2498,112.0,7,14.0,kmpl,229999
2011,40000,Petrol,Individual,Manual,1,998,67.1,5,18.9,kmpl,270000
2009,28900,Petrol,Individual,Manual,2,1172,65.0,5,0.0,kmpl,135000
2012,20000,Petrol,Individual,Manual,1,998,67.1,5,18.9,kmpl,275000
2015,165000,Diesel,Individual,Manual,1,1493,100.0,7,18.49,kmpl,634000
2012,98500,Petrol,Individual,Manual,2,998,66.1,5,19.0,kmpl,235000
2008,98000,Petrol,Individual,Manual,3,1197,78.9,5,20.36,kmpl,275000
2014,40000,Diesel,Individual,Manual,2,2498,105.0,6,16.55,kmpl,700000
2013,90000,Diesel,Individual,Manual,1,1248,92.0,5,20.3,kmpl,400000
2012,90000,Petrol,Individual,Manual,3,796,46.3,5,19.7,kmpl,215000
2009,110000,Diesel,Individual,Manual,2,1493,110.0,5,17.1,kmpl,150000
2018,77800,Diesel,Individual,Manual,1,1248,88.5,5,25.1,kmpl,950000
2015,100000,Diesel,Individual,Manual,1,1493,100.0,7,18.49,kmpl,730000
2012,120000,Diesel,Individual,Manual,2,1405,71.0,5,19.0,kmpl,135000
2016,80000,Petrol,Individual,Manual,2,1197,82.0,5,19.1,kmpl,350000
2018,21000,Petrol,Individual,Manual,2,1198,82.0,6,18.15,kmpl,535000
2018,100000,Petrol,Individual,Manual,2,1197,85.8,5,19.0,kmpl,455000
2019,25000,Petrol,Individual,Manual,1,1197,81.8,5,21.21,kmpl,655000
2019,30000,Diesel,Individual,Manual,3,1498,98.96,5,23.0,kmpl,800000
2018,25000,Petrol,Individual,Automatic,1,1496,105.5,5,17.8,kmpl,1100000
2016,40000,Diesel,Individual,Automatic,1,2143,204.0,5,13.0,kmpl,3000000
2012,160000,Diesel,Individual,Automatic,1,2982,169.0,7,11.5,kmpl,1225000
2018,51492,Petrol,Individual,Manual,1,1198,82.0,6,18.15,kmpl,340000
2011,72000,Diesel,Individual,Manual,2,1598,103.6,5,20.54,kmpl,300000
2016,60000,Petrol,Individual,Manual,1,1196,86.8,5,18.16,kmpl,370000
2013,136000,Diesel,Individual,Manual,2,2523,62.1,7,15.96,kmpl,330000
2014,60000,Petrol,Individual,Manual,1,1086,62.1,5,17.92,kmpl,238000
2006,110000,Petrol,Individual,Manual,2,1248,82.0,5,18.9,kmpl,72000
2013,90000,Petrol,Individual,Manual,1,1086,62.1,5,17.92,kmpl,200000
2014,91000,Diesel,Individual,Manual,4,1461,84.8,5,22.71,kmpl,320000
2009,90000,Petrol,Individual,Manual,4,1086,62.1,5,17.92,kmpl,114999
2015,50000,Petrol,Individual,Manual,2,998,67.04,5,20.51,kmpl,320000
2010,20000,Petrol,Individual,Manual,1,1086,68.05,5,19.81,kmpl,210000
2011,120000,Diesel,Individual,Manual,1,2489,95.0,8,14.0,kmpl,200000
2009,150000,Petrol,Individual,Manual,2,1061,67.0,5,18.9,kmpl,135000
2015,52000,Diesel,Individual,Manual,1,1405,69.01,5,19.09,kmpl,350000
2014,167000,Diesel,Individual,Manual,2,2523,63.0,8,13.6,kmpl,350000
2017,40000,Diesel,Individual,Manual,1,1248,74.02,5,28.4,kmpl,680000
2010,190000,Diesel,Individual,Manual,2,1248,75.0,5,17.8,kmpl,200000
2016,50000,Petrol,Individual,Manual,1,999,67.0,5,23.01,kmpl,300000
2011,70000,Diesel,Individual,Manual,2,2498,112.0,7,14.0,kmpl,270000
